,Company,Customer,Review_number,Language,Comment,Comment Date,Reply,Reply Date,Star,Type,Experience Date
172,Cofidis,IDRISS HOARAU,2 reviews,FR,Excellent service,"Sep 20, 2021","Bonjour Idriss, je vous remercie de votre fidélité. Nous mettons tout en œuvre afin de vous apporter satisfaction. Bonne journée ! Sébastien de l'équipe Cofidis.","Sep 21, 2021",5,Invited,"Excellent serviceDate of experience: September 20, 2021"
173,Cofidis,KARTHIKEYAN SHANMUGASAMY,1 review,FR,Excellent,"Jul 21, 2021","Bonjour Karthikeyan, merci, ça fait vraiment plaisir ! Nous ferons tout notre possible pour continuer à vous apporter satisfaction. A bientôt ! Sébastien de l'équipe Cofidis.","Jul 23, 2021",4,Invited,"ExcellentExcellent.........Date of experience: July 21, 2021"
174,Cofidis,COLETTE LETEVE,1 review,FR,super plus aimable,"Jul 13, 2021","Bonjour Madame Letève Colette,Je suis ravie de lire votre témoignage. 😊 Bonne journée ! Jocelyne de l'équipe Cofidis.","Jul 16, 2021",5,Invited,"super plus aimableDate of experience: July 13, 2021"
175,Cofidis,CHANTAL CUADRADO-MARCO,1 review,FR,Efficace et simple,"Jun 21, 2021","Bonjour Chantal,Simple et efficace ! Énorme merci. 💪🏻 Je vous souhaite une agréable journée. Céline de l'équipe Cofidis.","Jun 22, 2021",4,Invited,"Efficace et simpleDate of experience: June 21, 2021"
176,Cofidis,MYRIAM JARMOUN,1 review,FR,Simple et efficace,"May 25, 2021","Bonjour Myriam, je suis ravi de lire votre témoignage. 😊 Bonne journée ! Philippe de l'équipe Cofidis.","May 26, 2021",5,Invited,"Simple et efficaceDate of experience: May 25, 2021"
177,Cofidis,EDUARDO TOME VALENTE,1 review,FR,Exelent service,"Nov 8, 2021",Bonjour Eduardo. Merci pour votre note et votre commentaire. A bientôt ! Emmanuelle de l'équipe Cofidis.,"Nov 10, 2021",5,Invited,"Exelent serviceDate of experience: November 08, 2021"
178,Cofidis,GAEL NDUENGA-BANGU,1 review,FR,Suivie impeccable,"Jul 20, 2021","Bonjour Gael, merci beaucoup pour votre commentaire. Nous sommes heureux de vous proposer les solutions que vous attendiez. Belle soirée. Sébastien de l'équipe Cofidis.","Jul 22, 2021",5,Invited,"Suivie impeccableDate of experience: July 20, 2021"
179,Cofidis,NAJATE NAJAH,1 review,FR,Excellent service,"Jun 22, 2021","Bonjour NAJATE NAJAH,Je suis ravi de lire votre commentaire. Je vous remercie pour le partage de cette expérience qui vous a apporté satisfaction. Bonne journée ! Julien de l'équipe Cofidis.","Jun 22, 2021",5,Invited,"Excellent serviceDate of experience: June 22, 2021"
180,Cofidis,Mme Laurence AUBERT,3 reviews,FR,Parfait service.,"Aug 9, 2021","Bonjour Laurence, merci beaucoup pour votre message. A très vite ! Wahiba de l'équipe Cofidis.","Aug 10, 2021",5,Invited,"Parfait service.Date of experience: August 09, 2021"
181,Cofidis,RACHEL DERMANIAN,2 reviews,FR,Exellent service,"Aug 3, 2021","Bonjour Madame DERMANIAN,Je suis ravi de lire votre commentaire. Je vous remercie pour le partage de cette expérience qui vous a apporté satisfaction. Bonne journée ! Julien de l'équipe Cofidis.","Aug 3, 2021",5,Invited,"Exellent serviceDate of experience: July 29, 2021"
182,Cofidis,Vivi,1 review,FR,Excellent,"Aug 3, 2021",Bonjour Vivi. Merci pour votre message. 😊 A bientôt ! Alexia de l'équipe Cofidis. ,"Aug 3, 2021",5,Invited,"ExcellentExcellent.......Date of experience: August 03, 2021"
183,Cofidis,Geoffroy LEANDRO,2 reviews,FR,Super,"Dec 21, 2021",Bonjour Geoffroy. Je suis ravi de lire votre témoignage. 😊 Bonne journée ! Jérôme de l'équipe Cofidis.,"Dec 22, 2021",5,Invited,"SuperSuper serviceDate of experience: December 21, 2021"
184,Cofidis,NATHALIE LIMBO,2 reviews,FR,Service au top,"Nov 9, 2021",Bonjour Nathalie. Je suis ravi de lire votre témoignage. 😊 Bonne journée ! Jérôme de l'équipe Cofidis.,"Nov 12, 2021",5,Invited,"Service au topDate of experience: November 09, 2021"
185,Cofidis,Chris Kane ORDER ID,2 reviews,GB,Bien.,"May 11, 2021","Bonjour Chris Kane ! Merci pour votre message. Belle fin de journée, Ludivine de l'équipe COFIDIS. ","May 11, 2021",4,Invited,"Bien.Bien. Bien. Bien.Date of experience: May 11, 2021"
186,Cofidis,NOUR EDDINE BOUCETTA,1 review,FR,Bon accueuil.,"Dec 4, 2021","Bonjour Nour Eddine, merci pour votre retour. A très bientôt chez Cofidis ! Wahiba de l'équipe Cofidis.","Dec 6, 2021",5,Invited,"Bon accueuil.Date of experience: December 04, 2021"
187,Cofidis,HENRY,3 reviews,FR,Rapide,"Jun 30, 2021",Bonjour Henry. Merci pour votre message. 😊 A bientôt ! Jérôme de l'équipe Cofidis. ,"Jun 30, 2021",5,Invited,"RapideRapide et simpleDate of experience: June 30, 2021"
188,Cofidis,Samy,3 reviews,FR,Simple et rapide,"Jun 28, 2021","Bonjour Samy,Merci, ça fait vraiment plaisir ! Nous ferons tout notre possible pour continuer à vous apporter satisfaction. A bientôt ! Insaf de l'équipe Cofidis.","Jun 29, 2021",5,Invited,"Simple et rapideDate of experience: June 28, 2021"
189,Cofidis,RAPHAEL DUDEK,2 reviews,FR,Simple et rapide,"Jun 16, 2021",Bonjour Raphael. Merci pour votre commentaire et votre note 5 étoiles ! A bientôt. Jérôme de l'équipe Cofidis.,"Jun 16, 2021",5,Invited,"Simple et rapideDate of experience: June 16, 2021"
190,Cofidis,MARYLENE	HENRY,2 reviews,FR,Service exelent,"Aug 3, 2021","Bonjour Marylène, merci pour votre message. 😊 A bientôt ! Estelle de l'équipe Cofidis. ","Aug 3, 2021",5,Invited,"Service exelentDate of experience: August 03, 2021"
191,Cofidis,MALEK MARZOUKI,1 review,FR,Good,"Nov 24, 2021","Bonjour Monsieur Marzouki,Merci pour votre retour. A très bientôt chez Cofidis ! Jocelyne de l'équipe Cofidis. 😀","Nov 25, 2021",5,Invited,"GoodGood serviceDate of experience: November 24, 2021"
192,Cofidis,christian le malicot,2 reviews,FR,Service au top,"Jul 17, 2021","Bonjour Christian, merci pour votre message. 😊 A bientôt ! Sébastien de l'équipe Cofidis. ","Jul 20, 2021",5,Invited,"Service au topDate of experience: July 17, 2021"
193,Cofidis,JULIEN LAURENT,1 review,FR,service au top,"Jul 13, 2021","Bonjour Julien, je suis ravi de lire votre témoignage. 😊 Bonne journée ! Sébastien de l'équipe Cofidis.","Jul 16, 2021",5,Invited,"service au topDate of experience: July 13, 2021"
194,Cofidis,PASCAL GAUDIN,1 review,FR,avis favorable,"Jun 30, 2021",Bonjour Pascal. Merci beaucoup pour votre message. A très vite ! Jérôme de l'équipe Cofidis.,"Jun 30, 2021",5,Invited,"avis favorableDate of experience: June 30, 2021"
195,Cofidis,ERIC SENTUCQ,1 review,FR,Inquisition...,"Jun 2, 2021",Bonjour Eric. Je suis navrée de lire votre commentaire. Je comprends votre réaction quant aux questions qui sont posées. Elles sont néanmoins nécessaires afin de trouver avec vous la meilleure solution et vous proposer l'offre la mieux adaptée à votre projet. Je vous remercie pour votre message ! Passez une bonne journée. Christine de l'équipe Cofidis.,"Jun 2, 2021",2,Invited,"Inquisition...Date of experience: June 02, 2021"
196,Cofidis,PIERRETTE CRETTE,2 reviews,FR,Super,"Oct 4, 2021",Bonjour Pierrette. C'est vous qui êtes la meilleure ! 😍 Merci beaucoup. Excellente et agréable journée.  Christine de l'équipe Cofidis.,"Oct 5, 2021",5,Invited,"SuperSuper genialDate of experience: October 04, 2021"
197,Cofidis,JACQUES PLADAR,1 review,FR,Bon contacts,"Sep 20, 2021","Bonjour Jacques ! Nous sommes ravis de pouvoir vous accompagner pour vos petits et grands projets, à bientôt ! Laurent de l'équipe Cofidis.","Sep 21, 2021",3,Invited,"Bon contactsDate of experience: September 20, 2021"
198,Cofidis,MARTA CRUZ OLIVEIRA,1 review,FR,Super!,"Aug 17, 2021","Bonjour Marta,Merci beaucoup pour les 5 étoiles. 🤩 A bientôt. Bettina de l'équipe Cofidis.","Aug 18, 2021",5,Invited,"Super!Super! MerciDate of experience: August 17, 2021"
199,Cofidis,Boubou,1 review,FR,Super,"Apr 27, 2021","Bonsoir, merci pour votre commentaire et votre note 5 étoiles ! 🤩 A bientôt. Estelle de l'équipe Cofidis.","Apr 27, 2021",5,Invited,"SuperSuper. MerciDate of experience: April 27, 2021"
200,Cofidis,NICOLAS CARLIER,3 reviews,FR,Simple et rapide,"Apr 26, 2021","Bonjour Nicolas et merci pour votre commentaire. Votre projet c'est le plus important, pas nos procédures, c'est pourquoi nous avons simplifié au maximum pour un traitement rapide dans le respect des règles à ce sujet. C'est un plaisir de vous lire ! A très vite ! Lionel de l'équipe Cofidis.","Apr 26, 2021",5,Invited,"Simple et rapideDate of experience: April 26, 2021"
201,Cofidis,Mme Lydie cornicard ,3 reviews,FR,Simple et rapide,"Apr 20, 2021",Bonjour Lydie. Merci pour votre retour. A très bientôt chez Cofidis ! Florian de l'équipe Cofidis.,"Apr 21, 2021",5,Invited,"Simple et rapideDate of experience: April 20, 2021"
202,Cofidis,SANDRINE PASCAL,1 review,FR,Super service merci,"Apr 20, 2021",Bonjour Sandrine. Je suis ravi de lire votre témoignage. 😊 Bonne journée ! Florian de l'équipe Cofidis.,"Apr 21, 2021",5,Invited,"Super service merciDate of experience: April 20, 2021"
203,Cofidis,Chacha,2 reviews,FR,Simple et rapide.,"Apr 20, 2021","Bonsoir, merci pour votre commentaire et votre note 5 étoiles ! 🤩 A bientôt. Estelle de l'équipe Cofidis.","Apr 27, 2021",5,Invited,"Simple et rapide.Simple et rapide.MerciDate of experience: April 20, 2021"
204,Cofidis,NOLWENN QUERE,1 review,FR,Très bon service,"Apr 20, 2021","Bonsoir Nolwenn, votre satisfaction est notre métier ! 😊 Merci pour votre confiance. Bonne soirée. Estelle de l'équipe Cofidis.","Apr 27, 2021",5,Invited,"Très bon serviceDate of experience: April 20, 2021"
205,Cofidis,FERRACCI JOSE,2 reviews,FR,"simple,facile,interlocuteur tres sympa…","Apr 12, 2021",Bonjour José. Je suis ravie de lire votre témoignage. 😊 Bonne fin de journée. Emmanuelle de l'équipe Cofidis.,"Apr 12, 2021",5,Invited,"simple,facile,interlocuteur tres sympa…simple,facile,interlocuteur tres sympa .parfait que dire de plusDate of experience: April 12, 2021"
206,Cofidis,FATIH COSAN,1 review,FR,Excellent service.,"Apr 6, 2021",Merci pour votre commentaire et votre note 5 étoiles ! 🤩 A bientôt. Rémi de l'équipe Cofidis.,"Apr 7, 2021",5,Invited,"Excellent service.Date of experience: April 06, 2021"
207,Cofidis,FREDERIQUE HIVIN,1 review,FR,Très bon contact,"Apr 6, 2021",Merci pour votre message. 😊 A bientôt ! Rémi de l'équipe Cofidis. ,"Apr 7, 2021",5,Invited,"Très bon contactDate of experience: April 06, 2021"
208,Cofidis,MTE,1 review,FR,Rapide et simple,"Apr 6, 2021",Merci pour votre message. 😊 A bientôt ! Rémi de l'équipe Cofidis. ,"Apr 7, 2021",5,Invited,"Rapide et simpleDate of experience: April 06, 2021"
209,Cofidis,Jocelyn,3 reviews,FR,Performant,"Apr 6, 2021",Merci pour votre message. 😊 A bientôt ! Rémi de l'équipe Cofidis. ,"Apr 7, 2021",4,Invited,"PerformantRas. Démarches,  interface,  digitalisation : optimales !Date of experience: April 06, 2021"
210,Cofidis,ESTELLE ,1 review,FR,Super rapide efficace,"Mar 23, 2021","Bonjour Estelle, merci pour votre commentaire et votre note 5 étoiles ! 🤩 A bientôt. Estelle de l'équipe Cofidis.","Mar 23, 2021",5,Invited,"Super rapide efficaceDate of experience: March 23, 2021"
211,Cofidis,RACHEL DELORME,1 review,FR,Rapide et simple,"Mar 23, 2021","Bonjour Rachel, merci pour votre retour. A très bientôt chez Cofidis ! Estelle de l'équipe Cofidis.","Mar 23, 2021",4,Invited,"Rapide et simpleDate of experience: March 23, 2021"
212,Cofidis,DOMINIQUE MARANDEL,6 reviews,FR,Vous avez ça!,"Mar 23, 2021","Bonjour Dominique, merci pour votre note. 😊 A bientôt ! Estelle de l'équipe Cofidis. ","Mar 23, 2021",5,Invited,"Vous avez ça!Vous avez ça!No additional suggestionsGrammarly prioritizes suggestions based on the context of your writing.Date of experience: March 23, 2021"
213,Cofidis,christophe BERNARD,4 reviews,FR,"Simple ,efficace et rapide","Mar 23, 2021","Bonjour Christophe, merci beaucoup pour votre note et votre commentaire. Je vous souhaite une belle journée. Estelle de l'équipe Cofidis.","Mar 23, 2021",5,Invited,"Simple ,efficace et rapideDate of experience: March 23, 2021"
214,Cofidis,Bertrand Zimmer ,3 reviews,FR,Very Good experience,"Mar 22, 2021","Bonjour Bertrand, merci pour votre retour. A très bientôt chez Cofidis ! Estelle de l'équipe Cofidis.","Mar 23, 2021",5,Invited,"Very Good experienceVery Good experience, responsive customer supportDate of experience: March 22, 2021"
215,Cofidis,SUZANNE,1 review,FR,Très bon service,"Mar 17, 2021",Bonjour Suzanne. Merci beaucoup pour les 5 étoiles. 🤩 A bientôt. Florian de l'équipe Cofidis.,"Mar 17, 2021",5,Invited,"Très bon serviceDate of experience: March 17, 2021"
216,Cofidis,JC,2 reviews,FR,Simple rapide et efficace,"Mar 16, 2021",Bonjour JC. Rapide et efficace ! Enorme merci. 💪🏻 Je vous souhaite une agréable journée. Florian de l'équipe Cofidis.,"Mar 16, 2021",5,Invited,"Simple rapide et efficaceDate of experience: March 16, 2021"
217,Cofidis,Madeleine Chambaty,4 reviews,FR,Très professionnel mais très accessible…,"Mar 2, 2021","Je vous remercie pour ce message, ça fait plaisir ! Je transmet à toutes nos équipes :) Belle journée. Rémi de l'équipe Cofidis.","Apr 7, 2021",5,Invited,"Très professionnel mais très accessible…Très professionnel mais très accessible lfélicitations au personnelDate of experience: March 02, 2021"
218,Cofidis,JOEL PETIT,2 reviews,FR,Excellente,"Mar 1, 2021","Merci pour votre commentaire, c'est un plaisir de pouvoir vous apporter satisfaction. Je vous souhaite une belle journée ! Rémi de l'équipe Cofidis.","Apr 7, 2021",5,Invited,"ExcellenteExcellente qualité relationDate of experience: March 01, 2021"
219,Cofidis,GERALDINE CHEBOUKI,1 review,FR,Très bonne prise en charge,"Feb 23, 2021","Bonjour Géraldine, Merci pour votre retour. A très bientôt chez Cofidis ! Annick  de l'équipe Cofidis.","Feb 23, 2021",5,Invited,"Très bonne prise en chargeDate of experience: February 23, 2021"
220,Cofidis,CHRISTOPHE HOSTAINS,1 review,FR,Très bon service,"Feb 18, 2021",Je suis ravi de lire votre témoignage. 😊 Bonne journée ! Philippe de l'équipe Cofidis.,"Feb 18, 2021",5,Invited,"Très bon serviceDate of experience: February 18, 2021"
221,Cofidis,ESTELLE BERNEDE,3 reviews,FR,Parfait et simple.,"Feb 2, 2021",Je suis ravi de lire votre témoignage. 😊 Bonne journée ! Philippe de l'équipe Cofidis.,"Feb 3, 2021",5,Invited,"Parfait et simple.Date of experience: February 02, 2021"
222,Cofidis,JOEL MONIS,1 review,FR,je suis tres content,"Feb 2, 2021","Bonjour Joel, Je vous remercie pour ce message, ça fait plaisir ! Belle journée. Wahiba de l'équipe Cofidis. 😉","Feb 3, 2021",5,Invited,"je suis tres contentje suis tres content , excellentDate of experience: February 02, 2021"
223,Cofidis,JADE ,2 reviews,FR,Excellent service client,"Jan 29, 2021",Bonjour Jade ! Merci beaucoup pour votre note et votre commentaire. Je vous souhaite une belle journée. Jérôme de l'équipe Cofidis.,"Feb 1, 2021",5,Invited,"Excellent service clientDate of experience: January 29, 2021"
224,Cofidis,Bou fa ,1 review,FR,Simple rapide et efficace.,"Jan 25, 2021","Bonjour Bou Fa. Je vous remercie d'avoir employé ces trois qualificatifs pour nous définir, c'est effectivement ainsi que nous souhaitons répondre à toutes vos demandes ! Passez une bonne journée ! Valentin de l'équipe Cofidis.","Jan 26, 2021",5,Invited,"Simple rapide et efficace.Simple rapide et efficace.Merci cofidis !Date of experience: January 25, 2021"
225,Cofidis,SABINE ,2 reviews,FR,Collaborateurs professionnels,"Jan 13, 2021","Bonsoir Sabine , et merci pour vos étoiles. Toute l'équipe vous remercie pour ce message, nous sommes fiers de vous apporter le meilleur service client possible chaque jour. A bientôt ! Lionel de l'équipe Cofidis.","Jan 13, 2021",4,Invited,"Collaborateurs professionnelsCollaborateurs professionnels. Bon suiviDate of experience: January 13, 2021"
226,Cofidis,FRANCOISE LONGO,3 reviews,FR,MERCI BEAUCOUP COFIDIS,"Jan 13, 2021","Bonjour Françoise, Je vous remercie pour ce message, ça fait plaisir ! Bonne fin de  journée. Wahiba de l'équipe Cofidis.","Jan 13, 2021",5,Invited,"MERCI BEAUCOUP COFIDISMERCI BEAUCOUP COFIDISTRES RAPIDE TRES EFFICACE TRES PERFORMANT+++++++++++ ***********  ENCORE MERCI !!!!!Date of experience: January 13, 2021"
227,Cofidis,christine,4 reviews,FR,Excellent..professionnel,"Jan 11, 2021",Bonjour Christine. Merci pour votre retour. A très bientôt chez Cofidis ! Jean-Michel de l'équipe Cofidis.,"Jan 11, 2021",5,Invited,"Excellent..professionnelDate of experience: January 11, 2021"
228,Cofidis,Jennifer,3 reviews,FR,Efficace rapidité,"Dec 29, 2020",Rapide et efficace ! Enorme merci. 💪🏻 Je vous souhaite une agréable journée. Rémi de l'équipe Cofidis.,"Jan 4, 2021",5,Invited,"Efficace rapiditéEfficace rapidité. SatistaiteDate of experience: December 29, 2020"
229,Cofidis,client,4 reviews,FR,Simple et efficace,"Dec 22, 2020",Bonjour. Merci beaucoup pour votre note et votre commentaire. Je vous souhaite une belle journée. Jean-Michel de l'équipe Cofidis.,"Dec 24, 2020",5,Invited,"Simple et efficaceBon contact, facilité de service en passant par internet En bref simple et efficaceDate of experience: December 22, 2020"
230,Cofidis,LOURDES PEDRE,1 review,FR,Excellent,"Dec 22, 2020",Bonjour Lourdes. Merci pour votre note 5 étoiles. Bonne journée et bonnes fêtes de fin d'années. Séverine de l'équipe Cofidis.,"Dec 24, 2020",5,Invited,"ExcellentExcellent commentDate of experience: December 22, 2020"
231,Cofidis,Moon,3 reviews,FR,Excellenttop,"Dec 22, 2020",Bonjour Moon. Je vous remercie pour votre note. Cela fait très plaisir. Je vous souhaite de bonnes fêtes de fin d'année. Emmanuelle de l'équipe Cofidis.,"Dec 24, 2020",5,Invited,"ExcellenttopExcellent sav au top dossier facile a remplirDate of experience: December 22, 2020"
232,Cofidis,GEORGETTE PONCELET,1 review,FR,Super bien excellent rapide,"Dec 21, 2020",Merci beaucoup pour votre note et vos commentaires. Je vous souhaite une belle journée  ainsi que de belles fêtes de fin d'année. Laurence de l'équipe Cofidis.,"Dec 23, 2020",5,Invited,"Super bien excellent rapideDate of experience: December 21, 2020"
233,Cofidis,MICHEL JOLY,2 reviews,FR,Avis très favorable,"Dec 15, 2020",Bonjour Monsieur  JOLYMerci beaucoup pour votre message.A très vite !Jocelyne de l'équipe Cofidis,"Dec 17, 2020",5,Invited,"Avis très favorableSimple et efficace.Date of experience: December 15, 2020"
234,Cofidis,DAMIEN BENARD,1 review,FR,Satisfaction,"Dec 15, 2020",Merci pour votre retour. A très bientôt chez Cofidis ! Marion de l'équipe Cofidis.,"Dec 16, 2020",4,Invited,"SatisfactionSatisfer de la rapiditéDate of experience: December 15, 2020"
235,Cofidis,Noureddine,2 reviews,FR,Prêt personnel,"Dec 8, 2020","Bonjour Noureddine,Je suis ravi de lire votre témoignage. 😊 Bonne journée ! Antoine de l'équipe Cofidis.","Dec 9, 2020",5,Invited,"Prêt personnelTop excellentDate of experience: December 08, 2020"
236,Cofidis,GOLDY ASSOUS,1 review,FR,EXCELLENT SERVICE,"Nov 24, 2020","Bonjour Assous, merci pour votre retour positif. A très bientôt. Camille de l'équipe Cofidis. ","Nov 24, 2020",5,Invited,"EXCELLENT SERVICEDate of experience: November 24, 2020"
237,Cofidis,JACKY BOUMARD,5 reviews,FR,simple et rapide,"Nov 17, 2020",Bonjour Jacky. Merci pour votre commentaire et votre note 5 étoiles ! 🤩 A bientôt. Florian de l'équipe Cofidis.,"Nov 18, 2020",5,Invited,"simple et rapidesimple et rapide, excellentDate of experience: November 17, 2020"
238,Cofidis,Alain GRUDET,3 reviews,FR,Impeccable.,"Nov 17, 2020",Bonjour Alain. Merci pour votre message. 😊 A bientôt ! Florian de l'équipe Cofidis.,"Nov 18, 2020",5,Invited,"Impeccable.Date of experience: November 17, 2020"
239,Cofidis,Pierre ,2 reviews,FR,Bien contact facile et aimable,"Nov 3, 2020","Bonjour Pierre. Nous vous remercions pour votre commentaire et restons, à votre disposition, pour vous accompagner dans tout projet. Bonne journée. Florian de l'équipe Cofidis. 🙂😃","Nov 4, 2020",4,Invited,"Bien contact facile et aimableDate of experience: November 03, 2020"
240,Cofidis,Eric Decaux,5 reviews,FR,"Simple, efficace, rapide.","Nov 3, 2020",Bonjour Eric. Merci pour votre retour. Nos taux prennent en compte plusieurs facteurs en suivant une logique d'indexation avec la Banque Centrale Européenne. A très bientôt. Florian que l'équipe Cofidis.,"Nov 3, 2020",5,Invited,"Simple, efficace, rapide.Simple, efficace, rapide.Mais attention aux taux de crédits. de 5,8 à plus de 20%.C'est limite acceptable!Date of experience: November 03, 2020"
